Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,1/3/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.85492197,28.4451646,35.36788787,40.0600551,42.38024049,48.91717311,45.63078261,48.87564437,51.54258581,55.50200273,60.15523792,72.19291409,
American Samoa,ASM,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,40.01840268,38.1575374,29.15835358,28.94603735,32.90555832,31.03986362,36.62810297,32.71877226,33.8832945,32.978683,39.29305274,38.31994995,39.55632921,40.55297162,42.09155704,45.03464237,43.27425483,38.56999233,45.3503009,49.69615504,55.88609489,56.14129716,57.81330665,58.62768914,62.40253551,66.26433149,64.50855653,60.73073005,60.30590152,64.16064933,64.43129399,66.68592313,74.264991,79.08234429,76.62780552,70.37554092,68.74958855,61.81600223,52.29879166,48.74849824,46.24149119,43.09592832,42.9164856,55.3932147,
Australia,AUS,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,19.11635466,17.6294526,18.64740274,19.28348586,20.11152416,21.12663304,22.38085473,23.09591259,23.99739806,24.82245901,23.27760466,23.61562469,24.66889647,28.36494651,27.85692986,27.3383294,27.85168388,27.38274916,28.04774506,28.65171662,27.84163256,27.92520199,27.04673142,28.78792038,30.31485745,37.02503694,40.29264515,42.77572515,46.71503836,59.25410014,60.55501744,60.11344946,61.85882789,63.27927066,66.76844291,69.77853327,71.50231107,75.323737,79.11335216,84.11115702,87.60312764,88.42232662,91.26741235,99.18584056,102.6672703,108.4935712,113.6789572,120.5936368,121.7625535,122.5249389,125.2256151,122.1812332,121.2256762,124.7668125,128.5014298,136.4262119,142.6960646,140.5752723,139.9745548,136.264129,142.3873331,
Austria,AUT,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.71336188,88.52152557,87.80636589,87.76584573,94.32410576,94.43760642,92.91988389,95.81296636,97.73957467,98.52832394,96.06109929,94.22379903,92.55775212,87.55558785,85.89120788,83.1743254,84.146206,84.35397252,85.92224872,92.84187947,
Azerbaijan,AZE,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.86885403,22.09960381,20.76648582,23.00186901,26.0320151,
Burundi,BDI,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,2.669223312,2.594072395,2.54206847,3.523492084,3.795383656,3.072763324,3.965328098,4.855878537,5.053391,5.330711022,9.197668218,2.931887901,3.846094178,3.220491008,6.193156265,7.415154058,6.888882446,9.775013702,8.260664547,7.027161279,3.971109663,3.573358503,4.454778026,4.341578209,5.956344924,7.005425957,8.614541103,10.74847332,10.72101083,14.031198,14.73611674,12.26566371,14.23340935,11.87170362,13.5352074,15.39020641,17.08001445,16.30283234,20.31026273,20.13272616,17.35074775,14.54366833,15.83088022,14.77452426,13.66291515,14.63027074,18.36191803,21.55991025,20.20492546,19.38982093,19.29341202,16.38809242,17.16990726,15.46373354,18.03264392,20.70449902,23.63770321,
Belgium,BEL,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.29922874,64.13292449,62.53089436,61.84259333,63.59777008,65.8336191,68.44384869,62.75830286,58.67877652,56.80149342,55.42096956,54.73869728,56.40806353,57.89009668,60.63286564,63.37673015,65.096042,68.08574184,69.79118136,75.28364515,
Benin,BEN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,5.01243664,5.53633105,6.68049505,7.136377711,7.351051453,6.362138676,5.724098585,6.066568627,6.358768762,7.627221825,8.023575444,9.250576324,10.07107635,11.32805842,12.32435379,22.36560877,19.2348025,20.40461982,21.51728112,25.1699104,28.62907311,24.7977724,30.22083544,31.83996194,25.44393576,30.95551126,28.6602538,26.57859881,28.56228675,21.58168211,19.12768904,15.38381026,11.67447662,10.51454471,8.452625141,7.428405154,8.477640746,5.415282989,6.913210987,7.142326952,7.761429738,5.136080002,4.833189689,7.671284648,7.804471976,9.034310336,10.33506666,12.30918321,12.78056591,15.12971165,15.83483768,16.57434044,15.64759241,16.45394985,16.73710914,16.73570644,17.48237228,16.57791951,16.74641544,17.61070254,15.53712076,
Burkina Faso,BFA,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,2.462386861,3.42840311,3.988464001,3.936689408,3.395956535,3.372836767,3.558227041,4.573793891,4.443413948,4.595926133,5.016387905,6.089106688,8.509340388,10.75412529,13.8870775,16.58217118,16.8058118,15.5070847,14.78187387,13.82731186,13.16061357,12.79558658,11.94865647,13.34491424,13.90426007,14.47041695,14.90149302,16.45133691,16.90694303,12.46412868,10.92607806,9.773838345,7.026029493,6.785180138,6.912335601,11.55207851,11.01929683,8.992765855,10.33639705,9.708668108,8.858713851,11.35347814,12.95342946,13.29620371,14.67788443,12.78455818,15.0909569,16.0831018,15.6345263,15.37034214,16.64245917,20.82103798,23.40560816,25.03777056,25.8099456,27.42160189,27.14971371,28.09361224,28.34036869,
Bangladesh,BGD,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,2.611807689,1.91711979,2.965405824,4.989642568,4.534053146,5.339445773,5.77134167,6.776746857,7.15570951,9.034443858,12.55462231,13.03952255,12.74331352,13.21453085,14.41493371,15.97003116,16.07409915,15.91990928,14.5455434,15.29431692,16.27119183,20.88176074,18.91199757,19.98663128,20.49663795,20.98723413,21.77938901,24.17959271,26.20812497,26.03862768,27.91340329,29.3438305,31.1657017,32.04283305,34.04219175,36.19103757,40.96132263,42.47024116,43.00066937,41.79475481,43.73612387,44.40697181,37.79864267,40.44895614,40.02473659,39.03446697,39.16105801,
Bulgaria,BGR,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.80324245,74.86454183,66.44764135,49.24790715,27.53863243,50.70866552,8.546145914,8.944892672,11.47815096,11.95557457,14.33799895,18.77728457,25.89516908,33.144639,39.06344566,42.45044567,58.45850745,66.92029488,68.95856758,68.21070317,65.28045812,65.78083935,66.19618827,59.22470794,54.777248,51.99736313,49.77593044,50.33907298,49.53855041,51.48431171,
Bahrain,BHR,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,37.55176582,37.38599586,39.73125182,43.21240387,43.59557371,43.58247761,49.32386512,39.04775279,35.31606925,33.20506643,29.84242958,35.26531083,37.86386028,41.86058405,43.70879699,43.09357293,41.61182241,45.00062644,50.07096469,52.31974502,40.51178965,41.8156768,44.53830714,42.125486,43.94291963,43.68435091,44.87775572,53.11805426,64.21337912,71.43726731,67.69726288,69.55268022,69.14357182,69.63066129,63.87876799,73.89610657,,,,,,
"Bahamas, The",BHS,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,62.7515278,51.34408602,60.24823885,51.39386388,49.5371669,46.19173474,38.74363584,38.64300157,39.90185769,39.64392067,39.05817175,36.09818235,36.20890405,39.66430738,42.74502737,44.02924163,43.49118223,46.31080227,48.70530606,50.81376648,53.94890039,57.02669531,60.07874016,62.34968135,40.28458584,41.51483488,41.10819158,44.80670392,46.91367821,45.82396894,46.16074921,47.9211599,50.36396169,56.6101945,58.5628262,62.10146304,66.07920689,65.1481414,66.01393185,61.84133203,61.6758814,57.87528744,53.97280368,52.14540415,,,,,
Bosnia and Herzegovina,BIH,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.77516379,60.22376308,65.61371848,64.06832059,61.84531112,60.54884345,61.71592716,60.83444778,60.21667243,58.65743485,57.86065699,58.30555849,57.50269229,57.96135024,58.45395315,
Belarus,BLR,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8038771,28.63419287,35.9356304,42.81137331,37.95861837,21.77755644,22.92620252,23.63266211,27.88282009,25.71702914,26.2361144,27.61409406,28.7688813,32.50825342,
Belize,BLZ,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,26.68394262,22.3880153,20.29420396,23.29710145,19.53008344,23.15061127,29.54343073,30.49428863,27.08763507,28.32695627,25.85194015,26.07828119,30.92051017,31.29961862,24.41792539,27.63789649,26.82112473,25.69860186,26.26500324,26.66084301,28.06993541,31.10760369,33.40929978,32.87892308,30.45291219,33.1483233,35.85255474,38.93486133,40.47927312,40.45771468,42.47712374,45.8237101,49.67676557,53.11175811,50.13524633,47.9378888,46.82393828,44.99616067,44.69953433,45.52987961,44.36102493,43.98866974,44.76132685,45.29099912,54.21194133,
Bermuda,BMU,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.02546277,37.80009297,36.96842807,34.69262451,37.01821574,40.342284,40.79309633,44.13690591,46.67965721,50.32242011,58.06611719,63.9737731,64.5347127,67.8542925,71.1981731,,
Brazil,BRA,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,17.97272656,17.02200798,17.02852855,14.70566238,13.52351449,13.08658763,11.89698834,14.20943913,16.65089303,26.72324965,30.89205987,37.55379743,41.83728619,41.8104102,46.16605948,52.59559389,54.46879498,54.39278096,50.42510735,51.01291063,42.05373828,44.69143382,45.65257234,50.47614083,50.39323009,44.24583339,,,105.3910076,127.7470501,42.08278959,45.15931635,84.4659027,134.1135891,69.52319942,43.49452482,40.77849368,40.85223717,29.53226057,29.8269102,31.14098578,29.00403802,29.64514194,27.68566994,29.37277026,31.83978416,35.42516667,40.69093794,45.78225599,47.49428984,52.76465763,58.0784911,62.5192932,64.23057382,66.02851039,66.82970064,62.19400697,59.4843093,60.21834794,62.79050507,70.00226399,
Barbados,BRB,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,40.34476779,35.08562468,36.99230319,35.4935072,35.74592069,36.72995624,29.12770138,32.26729139,33.00256301,34.6315366,32.61572536,32.40458554,31.8380983,32.97287048,34.2402633,35.76009913,36.20311342,37.62106299,38.52938171,36.92361446,38.95655188,42.50325185,41.63041649,44.19681592,45.38316273,47.56577396,47.90210819,59.24814209,60.45039433,62.40247702,67.26832632,72.76447179,73.68023261,71.30915334,75.61873061,82.79297802,,,85.56843687,83.33050962,81.99851997,82.81594185,82.18124189,82.29931735,80.71971451,77.97350936,87.82687209,
Brunei Darussalam,BRN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.94993455,37.50752862,35.15214397,44.51195184,36.90784235,28.12043613,27.99214233,31.19211642,33.20796807,41.43628506,44.30138546,39.46180952,35.03981876,35.70555075,39.68988317,
Bhutan,BTN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,2.723468764,3.170901847,2.743010784,2.79088702,2.615762287,3.058374479,4.473418887,4.286371038,5.601224269,6.8370247,7.093637672,8.910220354,7.969406058,6.960742835,11.51158314,9.817910862,8.667144014,9.161005881,10.09779313,11.4546281,13.37059901,16.28222227,18.56715922,21.96619262,23.97781806,30.70622631,33.23030672,42.45613477,47.94732039,46.80661037,46.73227425,45.00597447,46.43944705,48.18690851,51.28718364,58.09305413,64.26156762,71.39959917,
Botswana,BWA,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,9.140833989,12.36293892,17.1156528,19.32343423,20.49242658,17.85509533,14.21351876,12.6408261,11.28955188,15.11641625,12.88072341,12.02550842,12.66627355,8.558429006,8.297221904,7.922109411,6.640473138,7.004369483,9.384531397,11.85936079,14.68729638,14.22814091,13.99025764,11.89344375,10.09004089,9.685510536,12.15594744,13.87316946,14.71113308,16.58616021,19.28015902,19.97736212,21.9357047,19.76342857,20.93623104,23.46175582,26.30225881,29.35643862,27.51492774,27.85352853,32.91046086,33.19446228,32.58369282,35.99436798,32.69064478,33.95222131,34.73966332,36.00157351,39.80898383,
Central African Republic,CAF,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,11.16363502,13.4105958,13.47540816,14.3217662,13.64942329,14.41734417,16.13402062,18.28784119,17.55877133,20.2668502,19.64811775,14.65456267,15.47208652,16.2630476,21.58148623,16.42602151,11.17036487,11.81791156,13.23698247,10.47845138,13.93586792,12.93961878,12.34078237,12.28763362,10.98636552,9.01620147,8.225973698,8.161145004,7.309395139,7.539745042,7.285311851,6.772834543,4.507616604,4.399300751,3.956823876,4.159714052,4.508881983,4.416705796,4.897990653,4.512677883,4.746257023,6.109479139,5.84049758,6.183484712,7.160591845,6.898907878,6.705660372,6.785260826,7.020111129,6.962529158,8.30898125,9.180465421,10.77194141,13.57682599,12.7910233,11.7154336,12.31484324,11.21501773,12.34433199,11.70501456,11.70390713,
Canada,CAN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,18.54528219,18.29280818,18.80734636,19.16804476,20.01915433,22.20825431,28.46460643,31.13472375,32.37684315,33.71427488,33.50404926,35.80733398,39.03317225,40.9860309,41.90790618,43.30521356,45.13080188,48.35557776,53.21087418,55.86358873,56.60672101,70.10576894,68.31164533,63.25129679,62.85592611,63.47638408,63.56792831,64.35675245,66.48467892,70.06708259,73.33206349,75.25916943,76.78692884,75.77839615,74.98489564,74.18673467,78.89099826,81.53126878,79.86253981,77.25011087,73.98773849,121.3528318,117.8394564,113.2409804,115.4433131,121.661093,134.1208071,123.5336481,124.0977717,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.79451532,27.19250948,25.54730204,28.46525942,28.08206613,27.75837712,28.18965569,28.13828026,26.02709676,19.97799133,21.99877811,27.46344938,32.51187481,36.95326918,43.05149478,49.15768358,50.73316936,52.68719824,52.82658373,51.09862753,50.35888318,48.91295547,47.98201565,48.06797588,46.53856411,46.08649019,45.02449789,46.2788089,
Switzerland,CHE,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,95.98848253,96.94712032,97.53309447,97.42036015,95.20748715,96.41258237,95.81431723,95.73169047,97.95183302,99.58185347,,,,,,,,,,,95.25019791,96.82962327,112.1004246,116.9337048,118.5291157,122.8382591,124.0065894,130.5641649,136.800048,143.8141144,144.3070947,143.1576246,143.2638351,142.7704999,144.1968616,146.6098872,144.6754475,146.2381517,144.4861804,151.1825082,141.8636693,136.66099,137.5082672,140.8867546,142.703957,146.3753557,150.1828469,153.60419,145.8661545,155.1900428,153.9375334,156.320796,162.2302332,164.0610392,165.1240273,166.7769661,170.3855504,,,,,
Channel Islands,CHI,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.08169596,74.34609828,75.83206214,76.74998578,77.63456541,78.11332337,84.07524732,100.2066047,102.8111197,99.63438226,101.7077687,104.2639526,106.1494048,109.0531209,109.8921214,111.1119456,113.4422374,117.7661172,124.1789248,124.5727782,
China,CHN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,51.17846154,50.28947,49.74083756,52.62686281,56.01283696,56.80441294,56.98626893,60.72128322,66.1922673,75.97419675,78.0370949,73.98362365,77.13328992,86.20046136,88.36239345,86.37288169,96.90263442,85.88258577,84.2060507,89.45558158,96.72581944,105.1932233,110.3835246,111.1229709,110.0445907,117.4986986,125.6714326,118.636103,111.8429248,109.1583872,105.7875085,102.0035662,124.4080089,126.5794942,123.0959272,128.922639,134.3192514,140.236887,152.5944998,156.2299435,154.8950517,157.8120786,165.3903696,182.8680594,
Cote d'Ivoire,CIV,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,18.70924739,19.59574972,20.97165695,19.84472081,19.14546939,20.55930884,20.65258465,22.3368181,23.03753358,25.52728026,28.51534039,31.36648172,32.982409,35.05332665,34.9174127,39.05600333,38.74018276,40.4092767,40.76189665,41.76311576,41.11196106,42.26379672,36.4147866,34.05086765,33.86367685,37.93906682,37.65785241,35.54779411,36.49501454,36.01034154,32.05944863,28.65582463,18.52206714,18.50463231,11.23564537,11.10128195,10.25233579,9.471890154,9.761974871,9.444312816,9.641545205,9.025656485,9.48303012,8.854635466,10.14936881,12.15520837,12.03231221,12.69928287,13.08787196,13.16814883,13.68345554,14.3175686,14.69069981,16.74184575,17.83282092,19.59538193,19.44461444,19.64750442,21.13696222,
Cameroon,CMR,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,9.70117467,9.812598556,11.58727824,13.30110974,14.06723222,13.69924775,14.31372568,14.84151158,13.44440109,13.82243987,14.20584591,14.13917449,15.27353479,15.31288297,17.1952632,18.74653057,20.80649707,24.53117521,25.35829667,25.71280981,29.54283126,31.15564539,31.24234681,30.89243834,25.23095413,22.87880843,24.01781574,25.86899243,24.39344089,25.07278465,26.37738605,26.41865716,12.52026432,8.048956956,7.476409612,6.848254066,6.799911553,5.528166782,6.433485296,6.763599694,7.24834771,7.840749159,8.063339602,8.23854971,7.795419524,8.402862426,8.123532985,8.285086704,9.239715279,9.643957385,10.77793742,12.32636507,12.41202001,12.96113749,13.72783643,14.19039309,14.37066405,14.06334615,14.68207763,,,
"Congo, Dem. Rep.",COD,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,1.338577668,1.956021198,1.498702573,1.698113114,1.54138317,1.051664257,1.055666865,1.683908044,1.925664862,2.773946476,3.274773737,4.582185304,5.518386149,4.659599733,4.796283071,4.909831426,3.205617758,2.742176395,2.315371146,2.421882579,1.986517681,1.589142832,1.562430082,2.233163879,2.832732168,2.377497904,1.997824715,1.809679788,0.683666,0.926181883,1.210995542,1.056857111,1.063120141,,,,,0.776252724,0.543904071,0.491387512,0.795986809,1.09523594,1.201066005,2.083264541,2.646868025,4.988962405,5.300218016,3.723918529,4.02297417,4.811335548,5.246501339,5.717980421,6.285511127,7.392788699,5.465839695,5.804400516,6.003603089,7.450403357,
"Congo, Rep.",COG,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,22.22909707,22.82257623,19.85293621,22.32227134,22.6153794,20.12345265,19.46494465,19.28082522,18.05305466,16.92453813,16.28552632,16.0687657,15.51497585,15.31539735,15.09155429,17.17396594,19.87132557,20.70691489,19.87947554,17.8772549,15.53718091,17.3900683,18.47239437,19.01288789,18.83735003,20.72970746,31.67958152,27.06705793,16.24036419,14.73396288,15.69225722,15.99674776,15.75631118,8.68569925,7.698094385,8.112384018,7.547203201,7.857711883,9.739153117,10.90174567,4.780545256,4.897427135,2.866074398,3.635840142,2.932649239,2.210355224,2.010419762,2.170017922,3.213301677,4.872240315,5.979740079,7.1693854,7.412754333,8.878672805,11.16384811,15.92461014,19.18942439,16.83680753,14.05362341,13.3538514,,
